user_id,cart_abandoned_date,last_order_date,avg_order_value,sessions_last_30d,num_cart_items,engagement_score,profitability_score,class_label,region
U09273,08-09-2025,27-08-2025,120,7,3,0.383,0.181,Regular,RegionC
U09274,08-09-2025,11-07-2025,50,1,1,0,0.084,Casual,RegionA
U09275,08-09-2025,13-09-2024,50,0,1,0.008,0.028,Casual,RegionC
U09276,08-09-2025,13-06-2025,100,3,2,0.194,0.052,Casual,RegionB
U09277,08-09-2025,19-07-2025,50,1,2,0.103,0.104,Casual,RegionB
U09278,08-09-2025,04-02-2025,90,3,1,0.233,0.173,Regular,RegionA
U09279,08-09-2025,14-08-2025,50,2,1,0.106,0.03,Casual,RegionB
U09280,08-09-2025,06-05-2024,80,3,2,0.506,0.168,Regular,RegionA
U09281,08-09-2025,12-03-2025,100,3,1,0.485,0.204,Regular,RegionA
U09282,08-09-2025,26-08-2025,50,3,1,0.401,0.123,Casual,RegionE
U09283,08-09-2025,18-07-2025,60,1,1,0.292,0.047,Casual,RegionC
U09284,08-09-2025,18-02-2024,100,2,1,0.898,0.106,Regular,RegionB
U09285,08-09-2025,18-04-2025,50,3,2,0.15,0.173,Casual,RegionE
U09286,08-09-2025,17-04-2024,210,3,1,0.621,0.19,Regular,RegionC
U09287,08-09-2025,,80,2,2,0.365,0.082,Casual,RegionA
U09288,08-09-2025,20-06-2025,130,3,2,0.585,0.192,Regular,RegionA
U09289,08-09-2025,02-09-2025,50,4,3,0.381,0.146,Casual,RegionE
U09290,08-09-2025,03-07-2025,170,2,1,0.386,0.251,Regular,RegionA
U09291,08-09-2025,26-07-2025,90,2,3,0.194,0.024,Casual,RegionD
U09292,08-09-2025,13-08-2025,210,6,2,0.275,0.15,Regular,RegionA
U09293,08-09-2025,08-07-2025,190,2,1,0.314,0.075,Casual,RegionB
U09294,08-09-2025,17-10-2024,270,0,3,0,0.047,Dormant,RegionA
U09295,08-09-2025,05-06-2025,50,4,1,0.394,0.128,Casual,RegionB
U09296,08-09-2025,19-12-2024,90,0,6,0.211,0.053,Regular,RegionA
U09297,08-09-2025,28-10-2023,110,5,1,0.85,0.204,Regular,RegionA
U09298,08-09-2025,21-04-2025,50,0,1,0.286,0.018,Dormant,RegionD
U09299,08-09-2025,,520,0,1,0.264,0.099,Casual,RegionB
U09300,08-09-2025,,120,1,2,0.23,0.049,Casual,RegionB
U09301,08-09-2025,29-08-2024,350,4,2,0.404,0.213,Regular,RegionB
U09302,08-09-2025,10-06-2025,60,2,1,0.156,0.083,Casual,RegionC
U09303,08-09-2025,20-06-2025,110,0,1,0.082,0.102,Casual,RegionB
U09304,08-09-2025,,60,0,3,0.59,0.077,Casual,RegionA
U09305,08-09-2025,16-08-2025,50,1,2,0.222,0.129,Casual,RegionC
U09306,08-09-2025,11-03-2024,80,1,1,0.012,0.111,Casual,RegionB
U09307,08-09-2025,16-10-2024,230,2,1,0.143,0.099,Regular,RegionD
U09308,08-09-2025,19-07-2025,50,1,3,0.29,0.151,Casual,RegionA
U09309,08-09-2025,16-08-2025,80,3,3,0.496,0.168,Regular,RegionA
U09310,08-09-2025,05-04-2024,50,1,1,0.367,0.152,Casual,RegionA
U09311,08-09-2025,,4990,2,3,0.41,0.29,Casual,RegionB
U09312,08-09-2025,28-10-2024,70,2,2,0.251,0.121,Casual,RegionE
U09313,08-09-2025,26-07-2025,280,5,1,0.8,0.138,Regular,RegionE
U09314,08-09-2025,09-11-2024,210,2,1,0.693,0.06,Casual,RegionD
U09315,08-09-2025,04-07-2025,50,2,1,0.148,0.109,Casual,RegionB
U09316,08-09-2025,17-07-2025,180,6,1,0.797,0.232,Regular,RegionC
U09317,08-09-2025,11-06-2025,80,3,1,0.612,0.153,Casual,RegionA
U09318,09-09-2025,07-08-2025,50,1,1,0.133,0.181,Casual,RegionC
U09319,09-09-2025,05-09-2025,90,3,1,0.168,0.019,Casual,RegionB
U09320,09-09-2025,03-10-2023,80,1,4,0.535,0.114,Regular,RegionA
U09321,09-09-2025,16-08-2025,60,1,6,0.438,0.068,Casual,RegionB
U09322,09-09-2025,,50,3,3,0.064,0.131,Casual,RegionD
U09323,09-09-2025,28-03-2025,100,1,1,0.407,0.006,Casual,RegionC
U09324,09-09-2025,09-08-2025,200,2,1,0.368,0.184,Regular,RegionB
U09325,09-09-2025,23-02-2025,590,8,1,0.659,0.268,VIP,RegionD
U09326,09-09-2025,01-08-2025,80,1,1,0.147,0.117,Casual,RegionB
U09327,09-09-2025,,50,3,1,0.144,0.051,Casual,RegionC
U09328,09-09-2025,08-05-2025,50,5,1,0.437,0.078,Casual,RegionB
U09329,09-09-2025,20-05-2025,4990,1,1,0.068,0.239,Casual,RegionD
U09330,09-09-2025,14-02-2024,100,3,1,0.33,0.026,Casual,RegionD
U09331,09-09-2025,19-07-2025,80,3,2,0.387,0.111,Casual,RegionB
U09332,09-09-2025,15-04-2025,50,1,1,0.027,0.121,Casual,RegionE
U09333,09-09-2025,18-03-2025,220,3,2,0.367,0.156,Regular,RegionD
U09334,09-09-2025,22-08-2025,50,4,3,0.396,0.09,Casual,RegionC
U09335,09-09-2025,07-05-2025,70,0,2,0.437,0.193,Casual,RegionA
U09336,09-09-2025,24-06-2025,140,9,2,0.731,0.269,Regular,RegionE
U09337,09-09-2025,28-02-2025,90,5,1,0.631,0.126,Regular,RegionA
U09338,09-09-2025,,90,3,1,0.511,0.137,Casual,RegionC
U09339,09-09-2025,02-08-2025,70,2,1,0.109,0.048,Casual,RegionE
U09340,09-09-2025,23-08-2025,260,7,1,0.527,0.161,Regular,RegionA
U09341,09-09-2025,03-02-2025,80,0,1,0.2,0.073,Casual,RegionA
U09342,09-09-2025,27-11-2024,50,1,2,0,0.085,Casual,RegionA
U09343,09-09-2025,29-07-2025,1110,4,1,0.834,0.323,VIP,RegionC
U09344,09-09-2025,17-06-2025,50,1,1,0.204,0.17,Casual,RegionB
U09345,09-09-2025,03-05-2025,50,2,3,0.079,0.048,Casual,RegionA
U09346,09-09-2025,24-02-2025,120,0,4,0.317,0.1,Casual,RegionB
U09347,09-09-2025,09-05-2025,50,2,4,0.145,0.135,Casual,RegionE
U09348,09-09-2025,10-08-2025,50,2,2,0.08,0.147,Casual,RegionE
U09349,09-09-2025,29-07-2025,50,3,2,0.534,0.147,Casual,RegionA
U09350,09-09-2025,04-06-2025,120,2,1,0.591,0.088,Regular,RegionB
U09351,09-09-2025,12-07-2025,250,0,2,0.278,0.094,Casual,RegionA
U09352,09-09-2025,18-08-2025,50,4,2,0.427,0.181,Casual,RegionA
U09353,09-09-2025,12-07-2025,50,1,3,0,0.026,Casual,RegionA
U09354,09-09-2025,11-09-2024,50,3,2,0.42,0.1,Casual,RegionB
U09355,09-09-2025,,50,2,1,0.41,0.178,Regular,RegionA
U09356,09-09-2025,04-07-2025,60,0,3,0,0.084,Casual,RegionD
U09357,09-09-2025,,50,2,2,0.082,0.126,Casual,RegionD
U09358,09-09-2025,,160,6,2,0.496,0.183,Regular,RegionC
U09359,09-09-2025,13-01-2024,140,1,4,0.592,0.138,Regular,RegionB
U09360,09-09-2025,01-09-2025,90,0,1,0.115,0.073,Dormant,RegionC
U09361,09-09-2025,22-05-2025,80,3,4,0.569,0.107,Regular,RegionC
U09362,09-09-2025,19-08-2025,80,1,3,0.43,0.077,Casual,RegionD
U09363,09-09-2025,05-07-2025,70,3,2,0.373,0.185,Casual,RegionC
U09364,09-09-2025,24-01-2024,190,5,2,0.571,0.19,Regular,RegionA
U09365,09-09-2025,03-07-2025,70,0,3,0.153,0.082,Casual,RegionA
U09366,09-09-2025,,60,3,2,0.639,0.112,Regular,RegionA
U09367,09-09-2025,03-09-2025,90,0,1,0.339,0.136,Casual,RegionC
U09368,09-09-2025,25-08-2025,50,0,4,0,0.139,Casual,RegionB
U09369,09-09-2025,01-08-2025,110,4,5,0.754,0.175,Regular,RegionA
U09370,09-09-2025,,110,0,2,0.444,0.057,Casual,RegionC
U09371,09-09-2025,01-08-2025,50,1,1,0.234,0.125,Casual,RegionA
U09372,09-09-2025,26-07-2025,90,1,2,0.429,0.094,Casual,RegionC
U09373,09-09-2025,26-06-2025,100,6,3,0.591,0.255,Regular,RegionA
U09374,09-09-2025,06-11-2024,180,3,4,0.368,0.093,Casual,RegionE
U09375,09-09-2025,08-09-2025,1270,11,2,1,0.279,VIP,RegionA
U09376,09-09-2025,01-05-2025,50,1,1,0.274,0.082,Casual,RegionC
U09377,09-09-2025,01-09-2025,110,7,1,0.637,0.103,Regular,RegionA
U09378,09-09-2025,26-08-2025,50,2,1,0.177,0.154,Casual,RegionA
U09379,09-09-2025,17-09-2024,770,6,3,0.92,0.3,VIP,RegionA
U09380,09-09-2025,21-05-2025,180,4,3,0.44,0.068,Casual,RegionB
U09381,09-09-2025,24-08-2025,50,3,2,0.485,0.077,Casual,RegionD
U09382,09-09-2025,,50,2,1,0.653,0.041,Casual,RegionA
U09383,09-09-2025,28-06-2025,110,0,4,0.226,0.085,Casual,RegionA
U09384,09-09-2025,04-11-2024,150,4,1,0.518,0.104,Regular,RegionB
U09385,09-09-2025,30-06-2025,2020,10,3,0.67,0.344,VIP,RegionA
U09386,09-09-2025,04-10-2024,50,1,3,0.061,0.117,Casual,RegionB
U09387,09-09-2025,08-07-2025,70,0,1,0,0.107,Regular,RegionA
U09388,09-09-2025,22-07-2025,50,1,1,0.021,0.13,Casual,RegionE
U09389,09-09-2025,07-08-2025,60,1,3,0.404,0.073,Casual,RegionC
U09390,09-09-2025,26-04-2025,50,1,1,0.333,0.108,Casual,RegionC
U09391,09-09-2025,26-08-2025,190,1,3,0.148,0.055,Casual,RegionD
U09392,09-09-2025,23-08-2025,210,4,3,0.863,0.084,Regular,RegionB
U09393,09-09-2025,13-03-2025,100,7,3,0.273,0.328,Regular,RegionA
U09394,09-09-2025,27-06-2025,190,3,1,0.31,0.205,Regular,RegionA
U09395,09-09-2025,05-12-2024,50,1,1,0.363,0.202,Regular,RegionB
U09396,09-09-2025,28-08-2025,50,4,2,0.396,0.108,Casual,RegionB
U09397,09-09-2025,,60,1,1,0.304,0.021,Casual,RegionA
U09398,09-09-2025,,170,6,1,0.571,0.152,Regular,RegionC
U09399,09-09-2025,,50,4,2,0.103,0.139,Casual,RegionC
U09400,09-09-2025,28-06-2025,60,0,2,0.149,0.008,Casual,RegionB
U09401,09-09-2025,01-03-2024,90,3,2,0.084,0.145,Casual,RegionD
U09402,09-09-2025,22-06-2025,50,0,2,0.131,0.131,Casual,RegionA
U09403,09-09-2025,24-12-2024,320,5,2,0.544,0.223,Regular,RegionA
U09404,09-09-2025,04-09-2025,220,0,1,0.028,0,Dormant,RegionD
U09405,09-09-2025,24-09-2023,280,1,1,0.419,0.148,Regular,RegionA
U09406,09-09-2025,,120,5,2,0.7,0.184,Regular,RegionD
U09407,09-09-2025,08-07-2025,110,3,1,0.295,0.13,Regular,RegionB
U09408,09-09-2025,02-02-2025,460,6,1,0.384,0.116,Regular,RegionB
U09409,09-09-2025,29-08-2025,110,0,3,0.004,0.132,Casual,RegionA
U09410,09-09-2025,30-12-2024,230,2,2,0.161,0.097,Casual,RegionE
U09411,09-09-2025,,100,0,6,0,0.133,Casual,RegionD
U09412,09-09-2025,20-08-2024,120,1,2,0.272,0.154,Casual,RegionB
U09413,09-09-2025,03-03-2024,50,0,2,0.078,0.074,Casual,RegionA
U09414,09-09-2025,04-12-2023,50,7,1,0.474,0.161,Regular,RegionB
U09415,09-09-2025,04-07-2025,70,1,1,0.047,0.103,Casual,RegionB
U09416,09-09-2025,14-07-2025,130,5,5,0.452,0.162,Regular,RegionB
U09417,09-09-2025,07-12-2024,50,2,2,0.247,0.124,Casual,RegionE
U09418,09-09-2025,24-06-2025,420,5,1,0.658,0.142,Regular,RegionB
U09419,09-09-2025,03-01-2024,80,4,2,0.3,0.207,Casual,RegionA
U09420,09-09-2025,,70,0,1,0.197,0.062,Casual,RegionB
U09421,09-09-2025,12-10-2024,580,4,1,0.482,0.149,Regular,RegionA
U09422,09-09-2025,09-09-2024,50,3,2,0.328,0.111,Casual,RegionC
U09423,09-09-2025,27-06-2025,140,1,1,0.46,0.25,Regular,RegionE
U09424,09-09-2025,06-12-2023,50,1,1,0.111,0,Casual,RegionA
U09425,09-09-2025,01-07-2025,19990,4,2,0.378,0.839,Casual,RegionB
U09426,09-09-2025,28-02-2024,70,3,1,0.392,0.077,Regular,RegionA
U09427,09-09-2025,06-11-2024,120,2,2,0.495,0.109,Casual,RegionA
U09428,09-09-2025,06-05-2024,50,3,1,0.451,0.015,Casual,RegionD
U09429,09-09-2025,14-07-2025,100,2,1,0.642,0.109,Regular,RegionA
U09430,09-09-2025,04-09-2025,150,3,2,0.517,0.128,Regular,RegionA
U09431,09-09-2025,25-07-2025,50,2,2,0.56,0.093,Casual,RegionB
U09432,09-09-2025,16-08-2024,190,2,5,0.122,0.083,Casual,NicheRegionX
U09433,09-09-2025,04-07-2025,90,3,1,0.669,0.09,Casual,RegionA
U09434,09-09-2025,02-01-2025,50,4,1,0.408,0.171,Casual,RegionB
U09435,09-09-2025,14-06-2025,50,2,2,0.218,0.12,Casual,RegionA
U09436,09-09-2025,20-07-2025,50,1,3,0.023,0.147,Casual,RegionB
U09437,09-09-2025,02-12-2024,190,0,1,0.078,0.056,Casual,RegionD
U09438,09-09-2025,06-09-2025,150,2,1,0.729,0.163,Regular,RegionA
U09439,09-09-2025,26-06-2025,9990,2,2,0.505,0.416,Casual,RegionC
U09440,09-09-2025,02-04-2025,130,5,1,0.435,0.135,Regular,RegionA
U09441,09-09-2025,22-08-2025,80,0,1,0.142,0.055,Casual,RegionB
U09442,09-09-2025,13-08-2025,50,7,5,0.305,0.137,Casual,RegionA
U09443,09-09-2025,03-09-2025,50,1,3,0.055,0.118,Casual,RegionD
U09444,09-09-2025,27-06-2025,140,1,1,0.468,0.211,Regular,RegionE
U09445,09-09-2025,17-01-2025,70,0,4,0.145,0.076,Casual,RegionC
U09446,09-09-2025,25-10-2023,240,7,3,0.581,0.199,Regular,RegionB
U09447,09-09-2025,23-07-2025,50,1,3,0.178,0.127,Casual,RegionC
U09448,09-09-2025,09-08-2025,270,7,2,0.756,0.154,Regular,RegionA
U09449,09-09-2025,23-06-2025,50,1,1,0,0.232,Casual,RegionA
U09450,09-09-2025,03-07-2025,170,1,3,0.329,0.075,Casual,RegionD
U09451,09-09-2025,15-07-2025,120,0,1,0.274,0.058,Casual,RegionA
U09452,09-09-2025,07-08-2025,470,4,1,0.751,0.147,Regular,RegionA
U09453,09-09-2025,15-08-2025,80,3,2,0.291,0.106,Casual,RegionA
U09454,09-09-2025,21-06-2025,50,1,2,0.382,0.041,Casual,RegionC
U09455,09-09-2025,07-07-2025,110,3,1,0.739,0.154,Regular,RegionB
U09456,09-09-2025,09-06-2025,4360,11,4,0.673,0.421,VIP,RegionB
U09457,09-09-2025,01-04-2025,130,1,9,0.515,0.153,Regular,RegionB
U09458,09-09-2025,18-07-2025,260,3,5,0.284,0.167,Regular,RegionA
U09459,09-09-2025,07-07-2025,50,3,4,0.237,0.156,Casual,RegionB
U09460,09-09-2025,07-03-2024,50,0,1,0.387,0.118,Casual,RegionB
U09461,09-09-2025,21-08-2025,410,6,1,0.386,0.166,Regular,RegionB
U09462,09-09-2025,,50,1,1,0.109,0.109,Casual,RegionB
U09463,09-09-2025,05-07-2025,50,0,2,0,0.172,Casual,RegionA
U09464,09-09-2025,13-02-2025,1180,4,5,0.276,0.398,VIP,RegionD
U09465,09-09-2025,01-09-2025,240,3,1,0.244,0.228,Regular,RegionB
U09466,09-09-2025,11-08-2025,490,2,2,0.418,0.21,Regular,RegionC
U09467,09-09-2025,22-09-2023,60,3,4,0.079,0.094,Casual,RegionA
U09468,09-09-2025,07-08-2025,70,1,2,0.277,0.078,Casual,RegionC
U09469,09-09-2025,01-06-2025,250,2,1,0.127,0.138,Casual,RegionB
U09470,09-09-2025,28-05-2024,240,1,1,0.556,0.093,Casual,RegionD
U09471,09-09-2025,29-08-2025,130,0,5,0.216,0.109,Casual,RegionC
U09472,09-09-2025,12-12-2023,120,5,2,0.394,0.15,Regular,RegionA
U09473,09-09-2025,14-07-2024,50,6,3,0.359,0.153,Casual,RegionA
U09474,09-09-2025,20-11-2023,90,2,1,0,0.128,Casual,RegionB
U09475,09-09-2025,,70,5,3,0.498,0.06,Casual,RegionD
U09476,09-09-2025,11-06-2025,250,0,1,0.309,0.163,Dormant,RegionB
U09477,09-09-2025,21-11-2024,50,3,1,0.33,0.163,Casual,RegionB
U09478,09-09-2025,19-11-2024,450,13,2,0.734,0.282,VIP,RegionC
U09479,09-09-2025,09-07-2025,50,1,2,0.491,0.087,Casual,RegionA
U09480,09-09-2025,04-10-2024,50,2,1,0.249,0.088,Casual,RegionB
U09481,09-09-2025,,340,4,1,0.409,0.193,Regular,RegionA
U09482,09-09-2025,,50,1,1,0,0.077,Casual,RegionE
U09483,09-09-2025,16-05-2024,50,2,4,0.121,0,Casual,RegionA
U09484,09-09-2025,16-06-2025,50,2,1,0.344,0.089,Casual,RegionD
U09485,09-09-2025,31-08-2025,270,2,2,0.261,0.132,Regular,RegionB
U09486,09-09-2025,20-03-2025,680,2,1,0.174,0.195,Regular,RegionB
U09487,09-09-2025,17-06-2025,150,1,1,0.832,0.2,Regular,RegionB
U09488,09-09-2025,12-06-2025,50,2,2,0.071,0.045,Casual,RegionE
U09489,09-09-2025,28-08-2025,50,0,5,0,0.123,Casual,RegionE
U09490,09-09-2025,11-08-2025,1160,2,2,0.58,0.273,VIP,RegionA
U09491,09-09-2025,22-06-2025,120,2,2,0.632,0.146,Regular,RegionB
U09492,09-09-2025,06-07-2024,50,4,3,0.099,0.046,Casual,RegionB
U09493,09-09-2025,22-03-2025,100,4,1,0.368,0.182,Regular,RegionC
U09494,09-09-2025,20-11-2024,110,4,1,0.155,0.116,Casual,RegionD
U09495,09-09-2025,15-08-2025,110,0,3,0,0.136,Casual,RegionA
U09496,09-09-2025,06-11-2024,70,1,7,0.175,0.06,Casual,RegionA
U09497,09-09-2025,15-06-2025,110,4,5,0.567,0.159,Regular,RegionA
U09498,09-09-2025,13-07-2025,100,1,3,0.071,0.151,Casual,RegionD
U09499,09-09-2025,,4990,4,2,0.327,0.238,Casual,RegionD
U09500,09-09-2025,,90,1,1,0.28,0.11,Casual,RegionA
U09501,09-09-2025,20-09-2024,90,6,1,0.692,0.207,Regular,RegionC
U09502,09-09-2025,22-06-2025,100,3,2,0.552,0.1,Casual,RegionC
U09503,09-09-2025,12-06-2025,50,1,3,0.375,0.19,Casual,RegionE
U09504,09-09-2025,02-08-2025,100,3,2,0.365,0.133,Regular,RegionA
U09505,09-09-2025,24-01-2025,130,2,1,0.119,0.072,Casual,RegionC
U09506,09-09-2025,23-08-2025,1550,7,1,0.413,0.257,VIP,RegionA
U09507,09-09-2025,19-03-2025,50,4,1,0.452,0.148,Casual,RegionE
U09508,09-09-2025,10-07-2025,510,0,2,0.037,0.131,Dormant,RegionB
U09509,09-09-2025,13-07-2025,90,10,2,0.716,0.24,Regular,RegionB
U09510,09-09-2025,,380,1,1,0,0.055,Dormant,RegionC
U09511,09-09-2025,,750,6,2,0.694,0.264,VIP,RegionA
U09512,09-09-2025,24-04-2025,50,0,2,0.058,0.051,Casual,RegionA
U09513,09-09-2025,21-06-2025,260,6,1,0.579,0.099,Regular,RegionA
U09514,09-09-2025,08-12-2023,3270,9,2,0.861,0.32,VIP,RegionC
U09515,09-09-2025,21-09-2023,220,3,1,0.406,0.165,Regular,RegionA
U09516,09-09-2025,05-01-2024,80,6,3,1,0.151,Regular,RegionA
U09517,09-09-2025,,50,1,1,0.253,0.101,Casual,RegionC
U09518,09-09-2025,01-09-2025,140,5,1,0.757,0.145,Regular,RegionC
U09519,09-09-2025,17-08-2025,50,3,1,0.37,0.064,Casual,RegionC
U09520,09-09-2025,04-09-2025,230,3,4,0.244,0.102,Casual,RegionD
U09521,09-09-2025,23-06-2025,50,1,1,0.111,0.123,Casual,RegionA
U09522,09-09-2025,,1790,11,3,0.961,0.35,VIP,RegionD
U09523,09-09-2025,01-07-2025,90,0,1,0.232,0.121,Casual,RegionE
U09524,09-09-2025,02-12-2023,150,2,3,0.378,0.129,Regular,RegionE
U09525,09-09-2025,,450,0,1,0.004,0,Dormant,RegionA
U09526,09-09-2025,25-07-2025,120,1,2,0.158,0.022,Casual,RegionB
U09527,09-09-2025,18-05-2025,70,3,4,0.376,0.153,Casual,RegionB
U09528,09-09-2025,01-06-2025,130,3,1,0.169,0.038,Casual,RegionB
U09529,09-09-2025,21-01-2024,180,7,8,0.768,0.185,VIP,RegionA
U09530,09-09-2025,26-09-2024,50,1,1,0.117,0.148,Casual,RegionA
U09531,09-09-2025,28-04-2024,100,4,1,0.508,0.134,Regular,RegionA
U09532,09-09-2025,06-03-2025,190,4,1,0.349,0.107,Regular,RegionE
U09533,09-09-2025,,50,2,1,0.52,0.211,Casual,RegionB
U09534,09-09-2025,09-08-2025,110,3,6,0.448,0.073,Casual,RegionB
U09535,09-09-2025,06-08-2025,50,2,3,0.03,0.051,Casual,RegionA
U09536,09-09-2025,01-06-2025,60,1,1,0,0.056,Casual,RegionC
U09537,09-09-2025,25-11-2023,130,8,4,0.533,0.138,Regular,RegionE
U09538,09-09-2025,08-07-2025,240,4,6,0.584,0.187,Regular,RegionA
U09539,09-09-2025,30-08-2025,110,1,2,0,0.158,Casual,RegionA
U09540,09-09-2025,22-08-2025,50,2,1,0.261,0.137,Casual,RegionA
U09541,09-09-2025,30-03-2025,150,2,1,0.179,0.196,Casual,RegionA
U09542,09-09-2025,04-10-2024,50,2,2,0.024,0.078,Casual,RegionB
U09543,09-09-2025,19-05-2025,130,5,1,0.433,0.155,Regular,RegionB
U09544,09-09-2025,20-11-2023,50,2,4,0.236,0.095,Casual,RegionA
U09545,09-09-2025,04-07-2025,180,4,1,0.464,0.171,Regular,RegionB
U09546,09-09-2025,18-03-2024,50,2,4,0.233,0.163,Casual,RegionA
U09547,09-09-2025,27-03-2025,50,0,2,0.022,0.08,Casual,RegionB
U09548,09-09-2025,25-06-2025,90,1,1,0.269,0.115,Casual,RegionC
U09549,09-09-2025,,80,1,4,0,0.013,Casual,RegionA
U09550,09-09-2025,20-09-2024,140,4,2,0.239,0.247,Regular,RegionC
U09551,09-09-2025,08-11-2024,220,6,1,0.515,0.163,Regular,RegionD
U09552,09-09-2025,14-08-2025,60,4,6,0.505,0.087,Casual,RegionB
U09553,09-09-2025,16-08-2025,60,2,2,0.404,0.071,Casual,RegionB
U09554,09-09-2025,09-09-2024,70,6,2,0.709,0.183,Regular,RegionA
U09555,09-09-2025,24-06-2025,130,1,1,0,0,Dormant,RegionC
U09556,09-09-2025,29-08-2025,60,4,2,0.523,0.173,Casual,RegionB
U09557,09-09-2025,,50,0,3,0.193,0.053,Casual,RegionB
U09558,09-09-2025,,110,4,1,0.601,0.149,Regular,RegionA
U09559,09-09-2025,,390,2,3,0.266,0.174,Regular,RegionC
U09560,09-09-2025,03-09-2025,90,4,1,0.78,0.037,Casual,RegionE
U09561,09-09-2025,28-08-2024,50,5,2,0.484,0.072,Regular,RegionB
U09562,09-09-2025,02-03-2024,50,1,3,0.084,0.112,Casual,RegionA
U09563,09-09-2025,04-07-2025,50,1,2,0,0.118,Casual,RegionA
U09564,09-09-2025,10-12-2023,50,2,1,0.452,0.061,Casual,RegionA
U09565,09-09-2025,27-06-2025,60,0,3,0.312,0.098,Casual,RegionC
U09566,09-09-2025,,220,1,1,0.409,0.143,Regular,RegionD
U09567,09-09-2025,17-08-2025,90,5,2,0.491,0.141,Regular,RegionA
U09568,09-09-2025,25-09-2024,50,1,3,0.149,0.088,Casual,RegionA
U09569,09-09-2025,,300,2,2,0.02,0.141,Casual,RegionA
U09570,09-09-2025,06-12-2023,120,0,3,0.183,0.146,Casual,RegionB
U09571,09-09-2025,06-07-2025,50,4,2,0.212,0.039,Casual,RegionD
U09572,09-09-2025,17-08-2025,110,2,4,0.108,0.058,Casual,RegionB
U09573,09-09-2025,07-08-2025,50,2,2,0.467,0.069,Casual,RegionA
U09574,09-09-2025,06-07-2025,70,0,3,0.013,0.065,Casual,RegionA
U09575,09-09-2025,30-07-2025,220,7,1,0.515,0.173,Regular,RegionD
U09576,09-09-2025,,150,5,1,0.465,0.215,Regular,RegionD
U09577,09-09-2025,14-02-2025,120,2,1,0.529,0.155,Regular,RegionA
U09578,09-09-2025,,50,3,1,0.457,0.187,Casual,RegionB
U09579,09-09-2025,05-01-2024,100,1,2,0.23,0.022,Casual,RegionA
U09580,09-09-2025,07-08-2025,50,1,1,0.163,0.111,Casual,RegionA
U09581,09-09-2025,,260,5,1,0.621,0.094,Regular,RegionB
U09582,09-09-2025,11-07-2025,180,2,1,0.182,0.13,Regular,RegionC
U09583,09-09-2025,24-11-2023,60,1,3,0.406,0.16,Casual,RegionD
U09584,09-09-2025,10-10-2023,50,0,1,0.152,0.099,Casual,RegionA
U09585,09-09-2025,29-06-2025,50,2,3,0.307,0.175,Casual,RegionA
U09586,09-09-2025,,90,9,1,0.807,0.16,Regular,RegionD
U09587,09-09-2025,,60,2,1,0.075,0.107,Casual,RegionA
U09588,09-09-2025,21-08-2025,120,3,2,0.423,0.086,Casual,RegionB
U09589,09-09-2025,07-09-2025,150,2,5,0.15,0.098,Casual,RegionC
U09590,09-09-2025,,50,2,1,0.214,0.107,Casual,RegionA
U09591,09-09-2025,30-06-2025,110,4,3,0.473,0.192,Casual,RegionA
U09592,09-09-2025,15-12-2023,50,1,2,0.088,0.138,Casual,RegionC
U09593,09-09-2025,20-01-2025,60,1,3,0.182,0.03,Casual,RegionA
U09594,09-09-2025,04-09-2025,50,5,2,0.429,0.064,Casual,RegionE
U09595,09-09-2025,,130,4,1,0.36,0.05,Casual,RegionA
U09596,09-09-2025,31-08-2025,50,3,1,0.137,0.118,Casual,RegionA
U09597,09-09-2025,11-10-2024,60,3,3,0.382,0.132,Casual,RegionA
U09598,09-09-2025,16-08-2025,50,4,2,0.226,0.009,Casual,RegionA
U09599,09-09-2025,27-08-2025,110,2,5,0.202,0.05,Casual,RegionA
U09600,09-09-2025,01-05-2024,190,2,2,0.289,0.225,Regular,RegionB
U09601,09-09-2025,16-06-2025,250,1,2,0.373,0.176,Regular,RegionA
U09602,09-09-2025,09-08-2025,100,2,4,0.183,0.108,Casual,RegionC
U09603,09-09-2025,19-06-2025,50,1,2,0,0.08,Casual,RegionB
U09604,09-09-2025,23-10-2024,180,2,5,0.26,0.121,Casual,RegionA
U09605,09-09-2025,04-08-2025,50,2,1,0.095,0.074,Casual,RegionA
U09606,09-09-2025,02-07-2025,50,0,1,0.368,0.026,Casual,RegionD
U09607,09-09-2025,23-07-2025,50,2,3,0.321,0.114,Casual,RegionC
U09608,09-09-2025,07-07-2025,190,5,1,0.663,0.226,Regular,RegionD
U09609,09-09-2025,11-04-2024,50,1,1,0.127,0.101,Casual,RegionA
U09610,09-09-2025,24-12-2024,70,1,1,0.503,0.063,Casual,RegionA
U09611,09-09-2025,24-11-2023,50,2,2,0.335,0.126,Casual,RegionC
U09612,09-09-2025,11-06-2025,50,1,3,0.535,0.12,Casual,RegionA
U09613,09-09-2025,30-10-2024,70,3,1,0.582,0.134,Casual,RegionC
U09614,09-09-2025,21-05-2024,50,3,1,0.374,0.081,Casual,RegionA
U09615,09-09-2025,27-08-2025,200,2,4,0.225,0.097,Casual,RegionD
U09616,09-09-2025,11-01-2025,80,1,2,0.258,0.127,Casual,RegionE
U09617,09-09-2025,11-06-2025,50,6,3,0.632,0.114,Regular,RegionB
U09618,09-09-2025,22-02-2025,50,0,2,0.013,0.113,Casual,RegionA
U09619,09-09-2025,01-01-2024,110,2,3,0.502,0.173,Casual,RegionB
